 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
893 	* 31 Boo                 	V* 	220.41145922 +08.16176435  	     ~	 5.859	 4.865	     ~	     ~	G7III                 
894 	* tet Cen                	PM*	211.67061468 -36.36995474  	 3.94 	 3.04 	 2.05 	 1.29 	 0.76 	K0III                 
895 	* gam01 Leo              	PM*	154.993446 +19.841258      	 4.13 	 3.13 	 1.98 	 1.13 	 0.51 	K1-III                
896 	* bet Hya                	a2*	178.22717287 -33.90812978  	 3.85 	 4.18 	 4.28 	 4.27 	 4.35 	ApSi                  
897 	* del Vol                	*  	109.20759947 -67.95715232  	 5.23 	 4.78 	 3.99 	 3.33 	 2.95 	F8Ib/II               
898 	* omi Sco                	V* 	245.15908616 -24.16931920  	 5.99 	 5.40 	 4.57 	 3.69 	 2.93 	A4II/III              
899 	* iot UMa                	** 	134.80189007 +48.04182614  	 3.40 	 3.33 	 3.14 	 2.92 	 2.85 	A7V(n)+M1V            
900 	* 54 Per                 	*  	065.10265956 +34.56672528  	     ~	 5.869	 4.933	     ~	     ~	G8III                 
901 	* iot Cas                	a2*	037.26644916 +67.40247693  	     ~	 4.66 	 4.53 	     ~	     ~	A3pSr+F5V+G4V         
902 	* i Lup                  	*  	228.65549970 -31.51912602  	     ~	 5.261	 4.924	     ~	     ~	F3III                 
903 	* tau05 Eri              	SB*	053.44698387 -21.63288417  	     ~	 4.16 	 4.30 	     ~	     ~	B9V                   
904 	* tau04 Eri              	LP*	049.87917599 -21.75786249  	 7.13 	 5.32 	 3.70 	 2.12 	 0.66 	M3/4III               
905 	* omi01 Cyg              	Al*	303.40794392 +46.74132799  	 5.50 	 5.08 	 3.80 	 2.83 	 2.07 	K2II+...              
906 	* zet Cep                	EB*	332.71365381 +58.20126267  	 6.62 	 4.90 	 3.35 	 2.27 	 1.49 	K1.5Iab:              
907 	* ome Dra                	SB*	264.23789178 +68.75797115  	     ~	 5.23 	 4.80 	 4.5  	 4.3  	F4V                   
908 	* m Vel                  	SB*	147.91945058 -46.54762155  	 6.77 	 5.78 	 4.58 	 3.75 	 3.12 	G5Ib                  
909 	* eta Oph A              	PM*	257.594388 -15.725158      	     ~	 2.564	 2.463	     ~	     ~	A2(V)                 
910 	* del Lep                	PM*	087.83040053 -20.87908977  	 5.54 	 4.83 	 3.85 	 2.99 	 2.43 	K1IVFe-0.5            
911 	* 9 Aur A                	*  	076.669292 +51.597728      	     ~	 5.292	 4.975	     ~	     ~	~                     
912 	* pi. Lup B              	*i*	226.2804 -47.0503          	     ~	 4.51 	 4.63 	     ~	     ~	B5IV                  
913 	* eps Car                	** 	125.62848024 -59.50948419  	     ~	 3.156	 1.953	     ~	     ~	K3:III+B2:V           
914 	* eta Crv                	V* 	188.01761054 -16.19600458  	     ~	 4.69 	 4.31 	     ~	     ~	F2V                   
915 	NGC 6231                 	OpC	253.53546 -41.82667        	     ~	 2.83 	 2.6  	     ~	     ~	~                     
916 	* alf Tri                	SB*	028.27044623 +29.57882780  	 3.96 	 3.90 	 3.42 	 3.00 	 2.72 	F5III                 
917 	HR 500                   	V* 	025.68129625 -03.69020148  	     ~	 6.401	 4.996	     ~	     ~	K2/3IIICNII           
918 	* eta Cep                	PM*	311.32239814 +61.83878242  	 4.960	 4.320	 3.410	 2.76 	 2.27 	K0IV                  
919 	* p Car                  	Be*	158.00609569 -61.68533231  	 2.46 	 3.18 	 3.27 	 3.22 	 3.28 	B4Vne                 
920 	* omi02 CMa              	Pu*	105.75613381 -23.83329231  	 2.14 	 2.94 	 3.02 	 3.01 	 3.10 	B3Ia                  
921 	* del Hor                	** 	062.71078864 -41.99357048  	 5.33 	 5.26 	 4.93 	 4.58 	 4.37 	F2IV/V                
922 	* alf Car                	*  	095.98795783 -52.69566138  	-0.49 	-0.59 	-0.74 	-0.96 	-1.13 	A9II                  
923 	HR 5371                  	*i*	215.65447088 -58.45911649  	     ~	 5.755	 4.923	     ~	     ~	G9III                 
924 	NOVA Com 1877            	No*	211.7683 +20.7458          	     ~	 4.5  	 4.5  	     ~	     ~	~                     
925 	* tet Lep                	*  	091.53884747 -14.93525522  	     ~	 4.714	 4.669	     ~	     ~	A0V                   
926 	* alf Dra                	SB*	211.09729148 +64.37585053  	 3.520	 3.640	 3.680	     ~	     ~	A0III                 
927 	* 11 Ori                 	a2*	076.14228818 +15.40410474  	     ~	 4.613	 4.663	     ~	     ~	A0sp...               
928 	* zet Aur                	Al*	075.61953078 +41.07583888  	 5.35 	 4.97 	 3.75 	 2.62 	 1.75 	K5II+B7V              
929 	GES J12382281-6042360    	*  	189.5951090 -60.7099750    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
930 	V* HY Vel                	SB*	130.60577613 -53.11398420  	 3.97 	 4.664	 4.817	     ~	     ~	B3IV                  
931 	* 24 Cap                 	*  	316.78194719 -25.00585528  	 8.04 	 6.11 	 4.50 	 3.22 	 2.24 	K5/M0III              
932 	* bet Mus                	** 	191.57001709 -68.10811567  	 2.13 	 2.91 	 3.07 	     ~	     ~	B2V                   
933 	* tet Cap                	*  	316.48678263 -17.23286169  	 4.07 	 4.06 	 4.07 	 4.06 	 4.08 	A1V                   
934 	UCAC3 147-122477         	*  	156.522608 -16.836292      	     ~	 5.299	 3.809	 5.34 	     ~	~                     
935 	* 33 Cyg                 	V* 	303.34944422 +56.56772220  	     ~	 4.397	 4.282	     ~	     ~	A3IV-Vn               
936 	* del Sco                	SB*	240.08335535 -22.62170643  	 1.30 	 2.20 	 2.32 	 2.36 	 2.49 	B0.3IV                
937 	* bet02 Tuc              	** 	007.88948582 -62.96556260  	     ~	 4.649	 4.514	     ~	     ~	A2V                   
938 	* bet Ari                	SB*	028.66004579 +20.80803147  	 2.88 	 2.78 	 2.65 	 2.51 	 2.43 	kA4hA5mA5Va           
939 	* bet Sct                	SB*	281.79363542 -04.74786864  	 6.15 	 5.31 	 4.22 	 3.43 	 2.86 	G0Ib/II               
940 	* eps Crt                	*  	171.15245913 -10.85932196  	     ~	 6.398	 4.823	     ~	     ~	K5III                 
941 	* gam Ret                	sr*	060.22420250 -62.15928472  	 7.93 	 6.12 	 4.50 	 2.84 	 1.36 	M4III                 
942 	* nu. Cyg                	** 	314.29341278 +41.16713864  	 3.96 	 3.96 	 3.94 	 3.89 	 3.89 	A1Vne                 
943 	* ome Lup                	*  	234.51334882 -42.56734566  	 7.47 	 5.75 	 4.33 	 3.30 	 2.57 	K3III                 
944 	* rho Cen                	*  	182.91299042 -52.36845646  	 3.20 	 3.81 	 3.96 	 4.05 	 4.21 	B3V                   
945 	* 9 Lac                  	PM*	339.34340527 +51.54512176  	 4.98 	 4.87 	 4.63 	 4.41 	 4.27 	A9VkA7mA6             
946 	* 39 Eri                 	** 	063.59870424 -10.25628008  	 7.18 	 6.04 	 4.86 	 4.01 	 3.44 	K2III                 
947 	* ome For                	** 	038.46126522 -28.23234453  	 4.7  	 4.906	 4.957	     ~	     ~	B9V                   
948 	* psi01 Aqr              	*  	348.97289510 -09.08773739  	 6.37 	 5.36 	 4.25 	 3.46 	 2.90 	K0/1III               
949 	HD 85859                 	PM*	148.55132917 -25.93234477  	     ~	 6.11 	 4.88 	     ~	     ~	K2III                 
950 	* mu. Nor                	Pu*	248.52091784 -44.04531337  	 4.05 	 4.99 	 4.94 	     ~	     ~	O9.7Iab               
951 	* 23 Vul                 	** 	303.94222837 +27.81424409  	 6.89 	 5.78 	 4.52 	 3.56 	 2.85 	K3III                 
952 	* 8 Cyg                  	*  	292.94300766 +34.45296874  	 3.95 	 4.60 	 4.72 	     ~	     ~	B3IV                  
953 	GES J12382220-6039565    	*  	189.5925822 -60.6657021    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
954 	HR 2874                  	*  	112.46421661 -23.02428659  	 5.27 	 5.10 	 4.86 	 4.58 	 4.38 	A5/7Iab/II            
955 	* 12 Vul                 	Be*	297.76711756 +22.61004811  	 4.15 	 4.84 	 4.96 	 4.98 	 5.12 	B2.5Ve                
956 	* del01 Vel              	** 	131.175942 -54.708822      	     ~	     ~	 1.99 	     ~	     ~	~                     
957 	Cl Collinder 69          	OpC	083.7750 +09.9333          	     ~	     ~	 2.8  	     ~	     ~	~                     
958 	* tau Cyg                	dS*	318.69788551 +38.04531782  	 4.140	 4.120	 3.730	 3.38 	 3.14 	F2IV                  
959 	* alf02 Cap              	** 	304.51356645 -12.54485232  	 5.20 	 4.51 	 3.58 	 2.91 	 2.42 	G8.5III-IV            
960 	* tau Sco                	*  	248.97063689 -28.21601709  	 1.55 	 2.56 	 2.81 	 2.93 	 3.18 	B0.2V                 
961 	* 26 UMa                 	*  	143.70596913 +52.05147680  	     ~	 4.524	 4.479	     ~	     ~	A0Vn                  
962 	* kap Cas                	s*b	008.24996332 +62.93178261  	 3.50 	 4.30 	 4.16 	 4.02 	 3.96 	B1Ia                  
963 	* 1 Aur                  	*  	072.47766440 +37.48827600  	     ~	 6.363	 4.884	     ~	     ~	K4III                 
964 	* 22 Cyg                 	SB*	298.96567867 +38.48670560  	 4.34 	 4.854	 4.943	     ~	     ~	B5IV                  
965 	* 15 Eri                 	** 	049.59210433 -22.51111641  	     ~	 5.762	 4.875	     ~	     ~	K0III                 
966 	* ksi Leo                	V* 	142.98641194 +11.29983148  	     ~	 6.024	 4.973	     ~	     ~	K0III                 
967 	* kap Aql                	*  	294.22270632 -07.02747710  	 4.050	 4.930	 4.960	 4.90 	 4.94 	B0.5IIIn              
968 	HD 40409                 	PM*	088.52522087 -63.08962852  	     ~	 5.70 	 4.66 	     ~	     ~	K2III                 
969 	* tet02 Eri              	*i*	044.568367 -40.304678      	     ~	 4.4  	 4.3  	     ~	     ~	A1V                   
970 	* psi And                	** 	356.50852762 +46.42027190  	     ~	 6.067	 4.982	     ~	     ~	G8Ib+B8IV             
971 	* ome01 Cyg              	bC*	307.51475482 +48.95156794  	 4.23 	 4.849	 4.938	     ~	     ~	B2.5IV                
972 	* 32 Eri                 	** 	058.57292417 -02.95473430  	     ~	 5.13 	 4.45 	     ~	     ~	G8III+A1V             
973 	* 17 Crt                 	** 	173.06835030 -29.26102134  	     ~	 5.52 	 4.99 	     ~	     ~	F8V                   
974 	* gam02 Ari              	*  	028.382367 +19.294078      	     ~	 4.49 	 4.52 	     ~	     ~	kA0hA3(IV)SiSr        
975 	* 12 Lyn                 	** 	101.55887578 +59.44167297  	     ~	 4.95 	 4.87 	     ~	     ~	A3V                   
976 	HR 2881                  	*  	112.67750963 -30.96228158  	 6.21 	 5.58 	 4.65 	 3.98 	 3.51 	G2Iab/b               
977 	* 16 Per                 	dS*	042.64608245 +38.31864112  	     ~	 4.57 	 4.20 	 4.0  	 3.8  	F2III                 
978 	* 39 Cyg                 	SB*	305.96508624 +32.19017197  	 7.27 	 5.77 	 4.44 	 3.43 	 2.76 	K3III                 
979 	* G Car                  	SB*	136.28672122 -72.60270657  	     ~	 5.055	 4.479	 4.5  	     ~	F8II+DA               
980 	* del02 Cha              	*  	161.44585364 -80.54018847  	 3.56 	 4.260	 4.432	     ~	     ~	B3V                   
981 	* del CrA                	*  	287.08736947 -40.49670133  	     ~	 5.675	 4.582	     ~	     ~	K1III                 
982 	GES J12381718-6045311    	*  	189.5716896 -60.7586171    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
983 	* B Cen                  	*  	177.78621532 -45.17346863  	 7.22 	 5.76 	 4.46 	 3.52 	 2.85 	K3III                 
984 	* n Tau                  	*  	079.81917373 +22.09649278  	     ~	 5.888	 4.956	     ~	     ~	G8III                 
985 	* del Psc                	PM*	012.17060139 +07.58508127  	 7.83 	 5.95 	 4.44 	 3.27 	 2.40 	K4IIIb                
986 	* gam Del                	** 	311.6633 +16.1242          	     ~	 4.76 	 3.91 	     ~	     ~	F7                    
987 	* lam And                	RS*	354.39101088 +46.45814944  	 5.54 	 4.84 	 3.82 	 3.04 	 2.47 	G8IVk                 
988 	* lam Ori                	** 	083.78449002 +09.93415587  	 2.45 	 3.48 	 3.66 	 3.72 	 3.89 	O8IIIf+B0.5V          
989 	* gam Pyx                	*  	132.63301176 -27.70984503  	 6.67 	 5.27 	 4.01 	 3.06 	 2.39 	K3III                 
990 	HR 4196                  	Be*	160.55883500 -64.46642564  	 4.10 	 4.68 	 4.82 	     ~	     ~	B3/5V                 
991 	* iot Oph                	*  	253.50196463 +10.16536062  	 3.98 	 4.30 	 4.38 	     ~	     ~	B8V                   
992 	* del03 Tau              	a2*	066.37243082 +17.92790497  	     ~	 4.366	 4.311	 6.18 	 4.24 	A2IV-Vs               
993 	* iot Ori                	SB*	083.85825795 -05.90990098  	 1.45 	 2.53 	 2.77 	     ~	     ~	O8.5III+B0+           
994 	* v Cen                  	*  	215.08142759 -56.38649721  	 4.04 	 4.47 	 4.35 	 4.20 	 4.06 	B5Ib/II               
995 	* 21 Sgr                 	*  	276.33766980 -20.54167736  	     ~	 6.23 	 4.87 	     ~	     ~	K1/2III               
996 	* omi Boo                	*  	221.31025110 +16.96427994  	 6.33 	 5.58 	 4.60 	 3.87 	 3.39 	G8.5III               
997 	* nu.02 CMa              	V* 	099.17098990 -19.25587942  	 5.96 	 5.011	 3.91 	 3.13 	 2.61 	K1III                 
998 	* bet Ori                	s*b	078.63446707 -08.20163836  	-0.56 	 0.10 	 0.13 	 0.13 	 0.15 	B8Iae                 
999 	* 2 Sco                  	** 	238.40299500 -25.32714131  	 3.86 	 4.52 	 4.59 	     ~	     ~	B2.5Vn                
1000	GES J12382369-6041067    	*  	189.5987900 -60.6851790    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1001	* sig Leo                	*  	170.28413955 +06.02932527  	     ~	 3.996	 4.044	     ~	     ~	B9.5Vs                
1002	* del01 Tel              	SB*	277.93930368 -45.91481018  	 4.38 	 4.816	 4.916	     ~	     ~	B5/7                  
1003	* ups And                	SB*	024.19934235 +41.40545674  	 4.70 	 4.64 	 4.10 	 3.64 	 3.35 	F9V                   
1004	* zet01 Lyr              	SB*	281.19315564 +37.60511585  	 4.71 	 4.55 	 4.36 	 4.21 	 4.13 	Am                    
1005	HR 4997                  	*  	198.42892687 +40.15288339  	     ~	 5.99 	 4.94 	     ~	     ~	G8II-III              
1006	* 37 LMi                 	*  	159.68005287 +31.97623907  	     ~	 5.489	 4.689	     ~	     ~	G0II                  
1007	* ksi Boo A              	PM*	222.847025 +19.100625      	     ~	 5.40 	 4.675	     ~	     ~	G7Ve                  
1008	* bet Gem                	PM*	116.32895777 +28.02619889  	 3.00 	 2.14 	 1.14 	 0.39 	-0.11 	K0III                 
1009	* ups Per                	*  	024.49815413 +48.62821376  	 6.29 	 4.85 	 3.57 	 2.61 	 1.96 	K3-III                
1010	* 111 Tau                	BY*	081.10609915 +17.38353240  	     ~	 5.52 	 5.00 	 4.7  	 4.4  	F8V                   
1011	* lam Dra                	sr*	172.85091980 +69.33107490  	 7.44 	 5.47 	 3.85 	 2.54 	 1.55 	M0III-IIIa_Ca1        
1012	* b And                  	SB*	033.30551610 +44.23165405  	     ~	 6.362	 4.844	     ~	     ~	K3III_Ba0.5           
1013	V* R Hya                 	Mi*	202.42825778 -23.28132630  	 7.26 	 6.58 	 4.97 	 2.27 	-0.15 	M6-9e                 
1014	* d Boo                  	SB*	212.59972259 +25.09167762  	 5.44 	 5.37 	 4.83 	 4.39 	 4.10 	F8V                   
1015	* ksi Aqr                	SB*	324.43795545 -07.85420276  	 5.01 	 4.86 	 4.69 	 4.52 	 4.42 	K0III                 
1016	* del Oph                	V* 	243.58641053 -03.69432256  	 6.30 	 4.34 	 2.75 	 1.46 	 0.43 	M0.5III               
1017	HR 1427                  	dS*	067.64013586 +16.19401244  	     ~	 4.952	 4.773	 6.52 	     ~	A6IV                  
1018	* bet Mon                	** 	097.20445711 -07.03305837  	 2.85 	 3.59 	 3.74 	 3.75 	 3.91 	B4Ve+B2Vn(e)+B3V:nne  
1019	* alf Com                	** 	197.49702169 +17.52945526  	     ~	 4.77 	 4.32 	 4.1  	 3.9  	F5V+F6V               
1020	* alf PsA                	** 	344.41269272 -29.62223703  	 1.31 	 1.25 	 1.16 	 1.11 	 1.09 	A4V                   
1021	* bet Phe B              	*  	016.521033 -46.718403      	     ~	 5.20 	 4.19 	     ~	     ~	~                     
1022	* gam Sct                	*  	277.29939118 -14.56581441  	     ~	 4.755	 4.686	     ~	     ~	A1IV/V                
1023	* eps Tau                	** 	067.15416174 +19.18042906  	 5.42 	 4.54 	 3.53 	     ~	     ~	K0III                 
1024	* eps Ind                	pr*	330.84024204 -56.78597693  	     ~	 5.75 	 4.69 	     ~	     ~	K5V                   
1025	* 30 Gem                 	PM*	100.99705272 +13.22801972  	 6.82 	 5.65 	 4.49 	 3.63 	 3.03 	K1III                 
1026	* 10 Lac                 	** 	339.81532766 +39.05026977  	 3.650	 4.670	 4.880	 4.98 	 5.19 	O9V                   
1027	* mu. Cen                	Be*	207.40411929 -42.47373045  	 2.37 	 3.27 	 3.43 	 3.41 	 3.50 	B2Vnpe                
1028	* bet01 Tuc              	** 	007.88611698 -62.95821874  	     ~	 4.290	 4.335	     ~	     ~	B8/A0                 
1029	* gam Her A              	*  	245.480175 +19.153022      	     ~	 4.004	 3.726	     ~	     ~	~                     
1030	HR 6196                  	*iN	250.39326390 -17.74216624  	     ~	 6.008	 4.930	     ~	     ~	G8II/III              
1031	* 20 Tau                 	*  	056.45669401 +24.36774621  	 3.40 	 3.80 	 3.87 	 3.85 	 3.90 	B8III                 
1032	[SC96] Mis 162           	UV 	253.0000 -38.0333          	     ~	     ~	 2.51 	     ~	     ~	B1.5Vpv...            
1033	* alf Lep                	V* 	083.18256716 -17.82228927  	 3.02 	 2.77 	 2.57 	 2.35 	 2.14 	F0Ib                  
1034	* zet Pyx                	PM*	129.92697543 -29.56108303  	     ~	 5.761	 4.886	     ~	     ~	G5III                 
1035	* phi01 Pav              	*  	308.89521301 -60.58175156  	     ~	 5.031	 4.759	     ~	     ~	F0V                   
1036	* 12 Com                 	SB*	185.62629903 +25.84616263  	 5.56 	 5.30 	 4.81 	 4.34 	 4.01 	F6III+A3V             
1037	* alf CMa                	** 	101.28715533 -16.71611586  	-1.51 	-1.46 	-1.46 	-1.46 	-1.43 	A1V+DA                
1038	* eta Aur                	V* 	076.62872239 +41.23447576  	 2.33 	 3.00 	 3.18 	 3.23 	 3.40 	B3V                   
1039	BD+46 2169A              	*  	244.935158 +46.313369      	     ~	 3.735	 3.876	     ~	     ~	~                     
1040	* omi Per A              	*  	056.079721 +32.288242      	     ~	 3.91 	 3.91 	     ~	     ~	~                     
1041	* zet Aqr B              	*  	337.207329 -00.020544      	     ~	 4.89 	 4.49 	     ~	     ~	F2IV/V                
1042	* ksi02 Cet              	*  	037.03976108 +08.46005575  	 4.14 	 4.25 	 4.30 	 4.29 	 4.34 	B9III                 
1043	V* ET UMa                	a2*	156.03269192 +65.56642332  	     ~	 4.903	 4.935	     ~	     ~	A0sp...               
1044	* del02 Tau              	*  	066.02399939 +17.44412732  	 5.07 	 4.95 	 4.80 	 4.64 	 4.57 	A2Vs                  
1045	* lam Sco                	bC*	263.40216718 -37.10382355  	 0.52 	 1.48 	 1.62 	     ~	     ~	B2IV+DA7.9            
1046	* kap Sco                	bC*	265.62198000 -39.02998308  	 1.32 	 2.208	 2.375	     ~	     ~	B1.5III               
1047	* bet Tau                	PM*	081.57297133 +28.60745172  	 1.03 	 1.52 	 1.65 	 1.66 	 1.76 	B7III                 
1048	* tau Aur                	PM*	087.29349273 +39.18107297  	 6.160	 5.450	 4.500	 3.80 	 3.31 	G8III                 
1049	* omi02 Eri              	Fl*	063.81799845 -07.65287232  	 5.69 	 5.25 	 4.43 	 3.74 	 3.29 	K0.5V                 
1050	* N Car                  	*  	098.74408304 -52.97560885  	 4.22 	 4.37 	 4.40 	     ~	     ~	A0II                  
1051	* 2 Peg                  	*  	322.48706438 +23.63883806  	     ~	 6.145	 4.536	     ~	     ~	M1III                 
1052	* omi Sgr                	*  	286.17075738 -21.74149570  	 5.63 	 4.77 	 3.77 	 3.05 	 2.52 	K0III                 
1053	* nu. Phe                	PM*	018.79633957 -45.53166538  	 5.65 	 5.54 	 4.96 	 4.47 	 4.11 	F9VFe+0.4             
1054	* 14 Com                 	*iC	186.60026849 +27.26823762  	 5.40 	 5.22 	 4.95 	 4.70 	 4.55 	F0p                   
1055	* n Cen                  	*  	193.35916671 -40.17887334  	 4.60 	 4.48 	 4.27 	 4.07 	 3.93 	A4IV                  
1056	* alf Dor                	a2*	068.49907161 -55.04497896  	 2.83 	 3.18 	 3.28 	 3.29 	 3.38 	B8IIIpSi              
1057	* chi Aur                	SB*	083.18197132 +32.19202092  	 4.68 	 5.15 	 4.79 	 4.42 	 4.15 	B4Ib                  
1058	* kap Pyx                	*  	137.01200186 -25.85853619  	 8.04 	 6.17 	 4.56 	 3.32 	 2.42 	K4/5III               
1059	* omi Vel                	Pu*	130.07327305 -52.92188895  	 2.8  	 3.44 	 3.63 	     ~	     ~	B3/5(V)               
1060	HD 108250                	*  	186.6286625 -63.1222203    	 4.15 	 4.665	 4.786	     ~	     ~	B3/5V                 
1061	* gam Mus                	Pu*	188.11672264 -72.13298880  	 3.12 	 3.73 	 3.88 	 3.91 	 4.08 	B3V                   
1062	* g Vel                  	*  	132.44849428 -45.30787704  	     ~	 4.978	 4.943	     ~	     ~	A2III                 
1063	* del Vir                	RG*	193.90086919 +03.39747034  	 6.76 	 4.97 	 3.38 	 1.86 	 0.53 	M2III                 
1064	* tau Sgr                	PM*	286.73503735 -27.67042191  	 5.65 	 4.51 	 3.31 	 2.44 	 1.85 	K1III                 
1065	* mu. Aql                	V* 	293.52230639 +07.37893877  	 6.87 	 5.63 	 4.45 	 3.55 	 2.94 	K3IIIb                
1066	* 19 Mon                 	bC*	105.72823613 -04.23923269  	 3.87 	 4.80 	 5.00 	 5.06 	 5.25 	B2Vn(e)               
1067	* zet Tau                	Be*	084.41118926 +21.14254411  	 2.22 	 2.84 	 3.03 	 3.06 	 3.15 	B1IVe_shell           
1068	Cl Collinder 228         	OpC	161.0000 -60.0867          	     ~	 4.58 	 4.4  	     ~	     ~	~                     
1069	* gam01 Ari              	*  	028.382383 +19.296186      	     ~	 4.56 	 4.70 	     ~	     ~	B9.5IV                
1070	V* V368 Aql              	No*	291.64358 +07.60383        	     ~	15.700	 5.0  	15.800	     ~	~                     
1071	* bet Col                	PM*	087.73996750 -35.76830978  	 5.49 	 4.28 	 3.12 	 2.27 	 1.69 	K1III_CN+1            
1072	* alf CrB                	Al*	233.67195002 +26.71469278  	 2.19 	 2.22 	 2.24 	 2.21 	 2.25 	A1IV                  
1073	* 42 Her                 	V* 	249.68685863 +48.92834266  	 8.21 	 6.45 	 4.90 	     ~	     ~	M2.5III               
1074	* chi Cyg                	S* 	297.64135163 +32.91405824  	 7.02 	 6.06 	 4.24 	 1.81 	-0.01 	S6-9/1-2e             
1075	* eps PsA                	Be*	340.16391980 -27.04361546  	 3.69 	 4.086	 4.180	     ~	     ~	B8Ve                  
1076	* 24 Per                 	*  	044.76531980 +35.18313038  	 7.460	 6.170	 4.930	     ~	     ~	K2III                 
1077	* tau Leo                	*  	171.98433231 +02.85626691  	     ~	 5.945	 4.950	     ~	     ~	G8-IIIa               
1078	* 37 Tau                 	*  	061.17381184 +22.08192341  	 6.41 	 5.44 	 4.37 	 3.58 	 3.05 	K0III                 
1079	* gam Lep                	PM*	086.11579539 -22.44838356  	 4.08 	 4.07 	 3.60 	 3.15 	 2.89 	F6V                   
1080	* eps CMi                	*  	111.41206721 +09.27609836  	     ~	 5.999	 4.998	     ~	     ~	G6.5IIb               
1081	* zet Pup                	Pu*	120.89603141 -40.00314780  	 0.89 	 1.98 	 2.25 	 2.36 	 2.58 	O4If(n)p              
1082	HR 1034                  	SB*	052.01279280 +49.06286628  	     ~	 4.89 	 4.97 	     ~	     ~	B5V                   
1083	* rho Ser                	V* 	237.81629103 +20.97792128  	 8.20 	 6.32 	 4.78 	 3.56 	 2.71 	K5III                 
1084	* tau And                	V* 	025.14506855 +40.57704840  	 4.44 	 4.85 	 4.94 	 4.95 	 5.02 	B5III                 
1085	* r Car                  	V* 	158.89707172 -57.55763430  	     ~	 6.101	 4.458	     ~	     ~	K3/4II                
1086	* psi Cas                	** 	021.48342658 +68.13001277  	     ~	 5.782	 4.731	     ~	     ~	K0III                 
1087	* alf Lup                	bC*	220.48231577 -47.38819874  	 1.22 	 2.125	 2.276	     ~	     ~	B1.5III               
1088	* alf CMa A              	SB*	101.287154 -16.716117      	     ~	     ~	-1.09 	     ~	     ~	A1V                   
1089	* ome Per                	*  	047.82242337 +39.61158372  	     ~	 5.736	 4.614	     ~	     ~	K0III                 
1090	* lam Lup                	SB*	227.21090163 -45.27985971  	 3.18 	 3.908	 4.07 	     ~	     ~	B3V                   
1091	* zet Aps                	*  	260.49781805 -67.77066866  	     ~	 5.99 	 4.78 	     ~	     ~	K1III                 
1092	* i Aql                  	V* 	285.42011280 -05.73911485  	 6.15 	 5.11 	 4.02 	 3.23 	 2.69 	K1III                 
1093	GES J12381775-6043594    	*  	189.5740509 -60.7331512    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1094	HR 2766                  	*iC	109.14580559 -27.88117852  	 8.12 	 6.24 	 4.64 	 3.16 	 1.91 	M2III                 
1095	* del Aqr                	*  	343.66255630 -15.82082729  	 3.41 	 3.33 	 3.28 	 3.21 	 3.17 	A3Vp                  
1096	BD+05 939A               	*i*	082.69608 +05.94814        	     ~	 4.5  	 4.44 	     ~	     ~	B5IV                  
1097	HD 114837                	** 	198.56310589 -59.10323508  	 5.35 	 5.41 	 4.93 	 4.48 	 8.83 	F6VFe-0.4             
1098	* zet Ori A              	** 	085.189696 -01.942572      	 0.50 	 1.77 	 1.88 	 1.84 	 2.04 	O9.7Ib                
1099	* 93 Leo                 	RS*	176.99639979 +20.21893056  	     ~	 5.053	 4.537	     ~	     ~	A7V+...               
1100	GES J12384632-6042037    	*  	189.6930745 -60.7010267    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1101	* ome Eri                	SB*	073.22362480 -05.45269367  	     ~	 4.64 	 4.40 	     ~	     ~	A9IVn                 
1102	* tet Ant                	** 	146.05039632 -27.76947252  	 5.65 	 5.29 	 4.79 	 4.32 	 4.00 	A7V+G8III             
1103	* 70 Aql                 	*  	309.18180337 -02.54995563  	     ~	 6.534	 4.903	     ~	     ~	K3III                 
1104	* rho Hya                	*  	132.10821073 +05.83781343  	     ~	 4.327	 4.343	     ~	     ~	A0Vn                  
1105	* del Boo                	*  	228.87567897 +33.31483127  	 5.12 	 4.44 	 3.49 	 2.76 	 2.25 	G8IV                  
1106	* 70 Oph                 	BY*	271.36368827 +02.50009883  	 5.40 	 4.89 	 4.03 	 3.38 	 2.92 	K0-V                  
1107	* nu. Hyi                	*  	042.61859141 -75.06694740  	     ~	 6.111	 4.754	     ~	     ~	K3III                 
1108	* alf Lyn                	PM*	140.26375310 +34.39256237  	 6.63 	 4.69 	 3.14 	 1.91 	 1.01 	K7III                 
1109	* f Car                  	Be*	131.67728868 -56.76977561  	 3.58 	 4.31 	 4.49 	 4.59 	 4.78 	B3V(n)                
1110	* eta Phe                	*  	010.83849338 -57.46305758  	     ~	 4.362	 4.365	     ~	     ~	A0IV                  
1111	* del Equ                	SB*	318.62006378 +10.00697940  	 4.98 	 4.99 	 4.49 	 4.06 	 3.78 	F7(V)+G0(V)           
1112	* 37 Lib                 	PM*	233.54459205 -10.06452954  	 6.48 	 5.63 	 4.62 	 3.85 	 3.33 	K1V                   
